,date,ret
0,1999-12-31,0.0249221175909042
1,2000-01-03,0.0887537971138954
2,2000-01-04,-0.0843104422092438
3,2000-01-05,0.0146341463550925
4,2000-01-06,-0.0865384638309479
5,2000-01-07,0.0473684221506119
6,2000-01-10,-0.0175879392772913
7,2000-01-11,-0.0511508956551552
8,2000-01-12,-0.0599730461835861
9,2000-01-13,0.109677419066429
10,2000-01-14,0.0381136946380138
11,2000-01-18,0.0348475426435471
12,2000-01-19,0.0252555627375841
13,2000-01-20,0.0651026368141174
14,2000-01-21,-0.0192731283605099
15,2000-01-24,-0.0454800687730312
16,2000-01-25,0.056470587849617
17,2000-01-26,-0.018374165520072
18,2000-01-27,-0.00170164497103542
19,2000-01-28,-0.0761363655328751
20,2000-01-31,0.0209102090448141
21,2000-02-01,-0.0337349399924278
22,2000-02-02,-0.0143391517922282
23,2000-02-03,0.0455407984554768
24,2000-02-04,0.045372050255537
25,2000-02-07,0.056134257465601
26,2000-02-08,0.00712328776717186
27,2000-02-09,-0.0195865072309971
28,2000-02-10,0.00776914553716779
29,2000-02-11,-0.0418502204120159
30,2000-02-14,0.0649425312876701
31,2000-02-15,0.027522936463356
32,2000-02-16,-0.0409663878381252
33,2000-02-17,0.00657174130901694
34,2000-02-18,-0.0315560400485992
35,2000-02-22,0.0230337083339691
36,2000-02-23,0.0214168038219213
37,2000-02-24,-0.00900537613779306
38,2000-02-25,-0.0419096685945988
39,2000-02-28,0.0260475650429726
40,2000-02-29,0.0121412808075547
41,2000-03-01,0.136859327554703
42,2000-03-02,-0.063788965344429
43,2000-03-03,0.0491803288459778
44,2000-03-06,-0.01806640625
45,2000-03-07,-0.0223769266158342
46,2000-03-08,-0.00712105818092823
47,2000-03-09,0.00204918021336198
48,2000-03-10,0.0286298561841249
49,2000-03-13,-0.0352882705628872
50,2000-03-14,-0.0582174137234688
51,2000-03-15,0.0175054706633091
52,2000-03-16,0.0456989258527756
53,2000-03-17,0.0282776355743408
54,2000-03-20,-0.0160000007599592
55,2000-03-21,0.0970528423786163
56,2000-03-22,0.0685502514243126
57,2000-03-23,-0.0199393145740032
58,2000-03-24,-0.0185758508741856
59,2000-03-27,0.00630914838984609
60,2000-03-28,-0.00313479616306722
61,2000-03-29,-0.0229110512882471
62,2000-03-30,-0.0749425292015076
63,2000-03-31,0.0800198838114738
64,2000-04-03,-0.0184077303856611
65,2000-04-04,-0.0450070314109325
66,2000-04-05,0.0240549836307764
67,2000-04-06,-0.0397890694439411
68,2000-04-07,0.0524213686585426
69,2000-04-10,-0.0512333959341049
70,2000-04-11,-0.0445000007748604
71,2000-04-12,-0.0852956548333168
72,2000-04-13,0.0417620129883289
73,2000-04-14,-0.0170236136764288
74,2000-04-17,0.107262566685677
75,2000-04-18,0.0242179613560438
76,2000-04-19,-0.0453201979398727
77,2000-04-20,-0.0185758508741856
78,2000-04-24,0.013669821433723
79,2000-04-25,0.0648340284824371
80,2000-04-26,-0.0545543096959591
81,2000-04-27,0.0448222570121288
82,2000-04-28,-0.0212031565606594
83,2000-05-01,0.00201511336490512
84,2000-05-02,-0.0517848171293736
85,2000-05-03,-0.0238600205630064
86,2000-05-04,-0.0380228124558926
87,2000-05-05,0.0220214575529099
88,2000-05-08,-0.0265193376690149
89,2000-05-09,-0.0425652675330639
90,2000-05-10,-0.0580912865698338
91,2000-05-11,0.0352422893047333
92,2000-05-12,0.0468085110187531
93,2000-05-15,-0.0615563280880451
94,2000-05-16,0.0464108921587467
95,2000-05-17,-0.0408042594790459
96,2000-05-18,-0.00616522831842303
97,2000-05-19,-0.0669975206255913
98,2000-05-22,-0.0432180836796761
99,2000-05-23,-0.0458651855587959
100,2000-05-24,0.0218499638140202
101,2000-05-25,-0.00481111882254481
102,2000-05-26,-0.010205908678472
103,2000-05-30,0.0137481912970543
104,2000-05-31,-0.0406852252781391
105,2000-06-01,0.061011902987957
106,2000-06-02,0.0385694243013859
107,2000-06-05,-0.0135043887421489
108,2000-06-06,0.0171115677803755
109,2000-06-07,0.0397039018571377
110,2000-06-08,-0.0181229766458273
111,2000-06-09,0.00988793652504683
112,2000-06-12,-0.0476501323282719
113,2000-06-13,0.0363262519240379
114,2000-06-14,-0.0429894179105759
115,2000-06-15,0.0214236360043287
116,2000-06-16,-0.0128552094101906
117,2000-06-19,0.0596298836171627
118,2000-06-20,0.0478654578328133
119,2000-06-21,0.0987654328346252
120,2000-06-22,-0.0337078645825386
121,2000-06-23,-0.0383720919489861
122,2000-06-26,0.0471584051847458
123,2000-06-27,-0.0438799075782299
124,2000-06-28,0.051932368427515
125,2000-06-29,-0.0585533864796162
126,2000-06-30,0.0219512190669775
127,2000-07-03,0.0178997609764338
128,2000-07-05,-0.0316529907286167
129,2000-07-06,0.00363196129910648
130,2000-07-07,0.050663448870182
131,2000-07-10,0.049368541687727
132,2000-07-11,-0.00328227574937046
133,2000-07-12,0.0340285412967205
134,2000-07-13,-0.0403397046029568
135,2000-07-14,0.0210176985710859
136,2000-07-17,0.0108342366293073
137,2000-07-18,-0.0182207934558392
138,2000-07-19,-0.0796943232417107
139,2000-07-20,0.0462633445858955
140,2000-07-21,-0.0283446703106165
141,2000-07-24,-0.0910151675343513
142,2000-07-25,0.0282413344830275
143,2000-07-26,0.0
144,2000-07-27,0.0387016236782074
145,2000-07-28,-0.0709134638309479
146,2000-07-31,0.0517464429140091
147,2000-08-01,-0.02952029556036
148,2000-08-02,-0.0418250933289528
149,2000-08-03,0.0158730167895555
150,2000-08-04,-0.0130208330228925
151,2000-08-07,0.0118733504787087
