,date,ret
0,1999-12-31,0.021694915369153
1,2000-01-03,-0.0623755790293217
2,2000-01-04,-0.0629865527153015
3,2000-01-05,-0.0468277931213379
4,2000-01-06,0.0427892245352268
5,2000-01-07,0.00379939214326441
6,2000-01-10,0.0219530649483204
7,2000-01-11,0.00518518500030041
8,2000-01-12,-0.00515843788161874
9,2000-01-13,0.00148148147854954
10,2000-01-14,0.013313609175384
11,2000-01-18,0.0145985400304198
12,2000-01-19,0.0079136686399579
13,2000-01-20,-0.0171877238899469
14,2000-01-21,-0.00290909083560109
15,2000-01-24,-0.0459518581628799
16,2000-01-25,0.0259938836097717
17,2000-01-26,0.0521609522402287
18,2000-01-27,0.00849858392030001
19,2000-01-28,-0.0224719103425741
20,2000-01-31,0.0531609207391739
21,2000-02-01,-0.00409276923164725
22,2000-02-02,-0.00136986305005848
23,2000-02-03,-0.0631001368165016
24,2000-02-04,-0.00805270858108997
25,2000-02-07,0.0125461257994175
26,2000-02-08,0.0430029146373272
27,2000-02-09,-0.0300489161163568
28,2000-02-10,-0.00144092214759439
29,2000-02-11,-0.0173160172998905
30,2000-02-14,0.0161527171730995
31,2000-02-15,0.0
32,2000-02-16,-0.0411849692463875
33,2000-02-17,-0.00979653373360634
34,2000-02-18,-0.0159817356616259
35,2000-02-22,0.00928074214607477
36,2000-02-23,0.0513409972190857
37,2000-02-24,0.0451895035803318
38,2000-02-25,-0.00418410031124949
39,2000-02-28,-0.01400560233742
40,2000-02-29,0.0511363632977009
41,2000-03-01,0.0243243239820004
42,2000-03-02,0.0158311352133751
43,2000-03-03,0.064935065805912
44,2000-03-06,0.0115853659808636
45,2000-03-07,0.0114526823163033
46,2000-03-08,-0.0297973770648241
47,2000-03-09,0.0534398034214973
48,2000-03-10,0.0472303219139576
49,2000-03-13,-0.0167037863284349
50,2000-03-14,-0.0509626269340515
51,2000-03-15,-0.0113365156576037
52,2000-03-16,-0.00241400115191936
53,2000-03-17,0.127646699547768
54,2000-03-20,-0.0262875538319349
55,2000-03-21,0.0424242429435253
56,2000-03-22,-0.00938160717487335
57,2000-03-23,0.0158730167895555
58,2000-03-24,0.0194327738136053
59,2000-03-27,-0.0767645537853241
60,2000-03-28,0.0111607145518064
61,2000-03-29,0.00827814545482397
62,2000-03-30,-0.064039409160614
63,2000-03-31,-0.0152046782895923
64,2000-04-03,0.00237529701553285
65,2000-04-04,-0.0687203779816628
66,2000-04-05,-0.00826971977949142
67,2000-04-06,0.0878768414258957
68,2000-04-07,-0.0330188684165478
69,2000-04-10,0.0445121936500072
70,2000-04-11,-0.0210157614201307
71,2000-04-12,-0.078711986541748
72,2000-04-13,-0.0135922329500318
73,2000-04-14,-0.131233602762222
74,2000-04-17,0.0574018135666847
75,2000-04-18,0.0714285746216774
76,2000-04-19,-0.016720000654459
77,2000-04-20,-0.0353021062910557
78,2000-04-24,-0.0218156222254038
79,2000-04-25,0.117266185581684
80,2000-04-26,-0.0264005158096552
81,2000-04-27,0.00727513246238232
82,2000-04-28,-0.020354563370347
83,2000-05-01,0.040214478969574
84,2000-05-02,-0.0412371121346951
85,2000-05-03,-0.0201612897217274
86,2000-05-04,-0.0102880662307143
87,2000-05-05,-0.00346500356681645
88,2000-05-08,-0.0285118222236633
89,2000-05-09,-0.0193271301686764
90,2000-05-10,-0.0489051081240177
91,2000-05-11,-0.00690713757649064
92,2000-05-12,0.0357418842613697
93,2000-05-15,0.0393583290278912
94,2000-05-16,-0.0179468765854836
95,2000-05-17,-0.00950292404741049
96,2000-05-18,0.00664206640794873
97,2000-05-19,-0.00806451588869095
98,2000-05-22,-0.030303031206131
99,2000-05-23,0.00990853644907475
100,2000-05-24,-0.0339622646570206
101,2000-05-25,-0.0874999985098839
102,2000-05-26,-0.0436643846333027
103,2000-05-30,0.0313339307904243
104,2000-05-31,0.0217013880610466
105,2000-06-01,0.038232795894146
106,2000-06-02,0.137479543685913
107,2000-06-05,-0.0273381303995848
108,2000-06-06,-0.0162721890956163
109,2000-06-07,0.0428571440279484
110,2000-06-08,-0.0187454931437969
111,2000-06-09,-0.0213078614324331
112,2000-06-12,0.00075075076892972
113,2000-06-13,0.021755438297987
114,2000-06-14,0.056534506380558
115,2000-06-15,0.00347463507205248
116,2000-06-16,-0.000692520756274462
117,2000-06-19,0.0159390158951283
118,2000-06-20,-0.0286493860185146
119,2000-06-21,-0.0266853924840689
120,2000-06-22,-0.0274170283228159
121,2000-06-23,0.0207715127617121
122,2000-06-26,0.0203488375991583
123,2000-06-27,0.00641025649383664
124,2000-06-28,0.0176928527653217
125,2000-06-29,0.0305980537086725
126,2000-06-30,0.0242914985865355
127,2000-07-03,0.00065876153530553
128,2000-07-05,0.010533245280385
129,2000-07-06,-0.0286644957959652
130,2000-07-07,0.0187793429940939
131,2000-07-10,0.0289664249867201
132,2000-07-11,0.00831733830273151
133,2000-07-12,0.0348984785377979
134,2000-07-13,0.0226854681968689
135,2000-07-14,-0.000599520397372544
136,2000-07-17,-0.0293941218405962
137,2000-07-18,0.0271940659731627
138,2000-07-19,-0.0288808662444353
139,2000-07-20,0.029070632532239
140,2000-07-21,0.00542495492845774
141,2000-07-24,0.0107913669198751
142,2000-07-25,0.00593119813129306
143,2000-07-26,-0.000589622650295496
144,2000-07-27,-0.0371681414544582
145,2000-07-28,-0.0502450987696648
146,2000-07-31,0.021290322765708
147,2000-08-01,0.018319645896554
148,2000-08-02,0.0136476429179311
149,2000-08-03,0.0342717245221138
150,2000-08-04,0.0556213036179543
151,2000-08-07,0.0229820627719164
